TYPE,MODEL,FUEL,YEAR,DRIVEKM,PRICE
5,66,2,2008,163141,395
5,3,2,2015,116632,1230
5,3,3,2009,186873,425
5,3,2,2008,140900,333
5,26,2,2010,77016,890
5,3,3,2008,130761,450
5,44,2,2015,130246,2080
5,6,2,2002,166000,225
5,3,2,2009,132188,245
5,26,2,2014,92338,1980
5,114,2,2006,199230,200
5,114,2,2010,146000,450
5,22,2,2013,160000,1940
5,26,2,2015,184000,1590
5,3,3,2012,171000,850
5,3,2,2000,110000,190
5,125,2,2002,170000,250
5,43,3,2017,153298,1150
5,66,2,2007,277662,250
5,125,2,2003,101000,199
5,87,2,2005,230000,230
5,114,2,2011,113526,570
5,36,2,2016,70557,3720
5,43,2,2016,73328,1780
5,3,2,2017,54418,2420
5,3,2,2016,83531,2120
5,43,2,2016,37400,1930
5,3,2,2017,57304,2420
5,22,2,2010,226764,920
5,3,2,2011,151000,890
5,114,2,2008,240550,280
5,114,2,2007,182681,219
5,43,3,2014,150404,1050
5,22,4,2007,162782,490
5,3,2,2011,168380,880
5,43,2,2016,44300,1970
5,22,2,2012,113600,1299
5,44,2,2020,23338,6350
5,3,2,2017,28000,2890
5,38,2,2017,65000,3900
5,3,2,2016,55000,2550
5,43,2,2013,130000,1250
5,26,2,2015,149046,2290
5,43,6,2017,37629,2560
5,44,2,2018,101025,4170
5,38,2,2017,65000,3900
5,3,2,2016,55000,2550
5,43,2,2013,130000,1250
5,26,2,2015,149046,2290
5,43,6,2017,37629,2560
5,44,2,2018,101025,4170
5,38,2,2017,33122,3520
5,44,2,2019,13869,5800
5,38,2,2016,93036,3199
5,36,2,2017,73311,4499
5,38,2,2016,41687,3149
5,38,2,2017,82246,3399
5,44,2,2019,37714,5000
5,43,6,2018,37693,2849
5,43,2,2017,65044,2019
5,43,2,2017,66309,1799
5,38,2,2017,78102,3400
5,36,2,2017,47413,4090
5,38,2,2017,32511,3850
5,43,2,2019,4960,2999
5,44,2,2017,43860,2999
5,3,2,2019,13818,2770
5,3,2,2016,29960,1590
5,3,2,2018,28119,2610
5,3,2,2016,77865,1530
5,26,2,2016,65617,2140
5,3,2,2016,46080,1499
5,3,2,2017,50750,1999
5,3,2,2017,74738,1949
5,3,2,2016,57086,2399
5,3,2,2019,28047,2770
5,3,2,2016,80580,1349
5,3,2,2017,45529,1890
5,3,2,2017,88939,1940
5,43,6,2017,51601,2570
5,3,2,2012,194663,578
5,43,3,2010,221000,400
5,3,2,2006,180000,140
5,91,2,2010,159000,420
5,22,2,2013,206035,1390
5,38,2,2018,20388,3800
5,3,2,2013,117900,950
5,3,2,2014,97092,1270
5,3,2,2017,62115,2630
5,26,2,2011,239000,750
5,26,2,2015,122038,1967
5,22,2,2004,131094,367
5,26,2,2013,255528,800
5,26,2,2010,185827,750
5,22,2,2014,243880,1820
5,43,2,2014,40333,1700
5,3,3,2016,91499,1860
5,3,2,2017,62115,2630
5,3,6,2015,88238,1550
5,3,2,2016,34889,2090
5,38,2,2018,40364,4670
5,3,6,2018,10000,3200
5,43,2,2017,10000,2690
5,3,3,2014,240000,780
5,3,2,2011,142000,790
5,3,3,2014,116125,1378
5,3,6,2014,42568,2030
5,3,2,2011,220000,495
5,22,2,2009,54786,1370
5,43,2,2016,75245,1790
5,66,3,2008,208000,370
5,26,2,2015,80473,2100
5,3,2,2010,202000,420
5,38,2,2018,53000,3790
5,26,2,2015,127000,2050
5,3,2,2017,104000,2099
5,3,2,2014,68000,1350
5,26,2,2010,103555,820
5,3,3,2017,143080,1620
5,3,2,2012,160355,850
5,114,3,2015,53545,1330
5,38,2,2016,100468,3090
5,3,2,2017,67020,2590
5,3,1,2015,172612,1200
5,43,2,2016,105743,1830
5,91,2,2011,124729,590
5,26,2,2015,93364,2190
5,26,2,2013,216298,890
5,3,3,2012,187000,790
5,3,2,2012,169000,820
5,3,2,2012,124274,990
5,44,2,2013,145865,1590
5,114,2,2011,106633,550
5,3,2,2017,50126,2230
5,114,2,2008,178256,330
5,3,2,2013,175362,890
5,91,2,2011,78000,680
5,43,2,2011,118000,780
5,3,2,2012,173842,810
5,22,2,2010,212608,860
5,95,2,2016,46894,2000
5,3,1,2014,141985,1100
5,3,6,2016,129373,1450
5,114,2,2008,178256,330
5,3,2,2013,175362,890
5,91,2,2011,78000,680
5,43,2,2011,118000,780
5,3,2,2012,173842,810
5,22,2,2010,212608,860
5,95,2,2016,46894,2000
5,3,1,2014,141985,1100
5,3,6,2016,129373,1450
5,43,2,2016,78390,1890
5,3,2,2011,184295,790
5,43,2,2013,129942,1020
5,3,3,2013,111038,1250
5,3,2,2013,202908,890
5,38,2,2017,193726,2260
5,38,2,2018,119003,3220
5,38,2,2017,73682,3580
5,38,1,2018,98518,3450
5,3,1,2018,130057,2030
5,43,1,2016,138369,1460
5,3,1,2018,114107,1940
5,43,1,2016,203661,1080
5,3,2,2011,137000,870
5,3,3,2006,271350,229
5,3,2,2017,84681,1990
5,38,2,2016,99599,2830
5,3,2,2017,98472,2250
5,38,2,2018,55802,3360
5,26,2,2014,74858,2120
5,95,2,2015,118048,1280
5,38,2,2017,48301,3150
5,3,2,2015,134169,1150
5,3,2,2017,3754,2570
5,66,3,2006,281136,299
5,3,2,2011,94741,1100
5,43,2,2012,81411,1180
5,3,3,2012,149000,990
5,3,6,2014,154000,1350
5,3,1,2017,69413,2890
5,3,6,2015,36123,2250
5,22,2,2012,200431,1249
5,91,2,2015,64659,999
5,22,2,2011,101014,1599
5,3,2,2005,142605,249
5,3,2,2005,132964,249
5,43,3,2011,147235,730
5,3,2,2017,84681,1990
5,38,2,2016,99599,2830
5,3,2,2017,98472,2250
5,38,2,2018,55802,3360
5,26,2,2014,74858,2120
5,95,2,2015,118048,1280
5,38,2,2017,48301,3150
5,3,2,2015,134169,1150
5,3,2,2017,3754,2570
5,3,3,2014,109195,1080
5,26,2,2016,135520,2300
5,3,3,2017,74721,2050
5,3,3,2013,87916,1330
5,3,1,2016,104712,1450
5,3,3,2016,69717,1570
5,3,2,2011,133930,1050
5,43,3,2016,71561,1850
5,26,2,2008,228931,550
5,3,2,2017,58871,2390
5,43,2,2017,45598,2110
5,36,2,2017,21000,5360
5,125,2,2006,107564,280
5,3,2,2017,75900,2240
5,3,3,2013,177000,950
5,43,2,2011,61527,750
5,26,2,2012,159000,1060
5,22,2,2014,70000,2200
5,26,2,2014,100000,2100
5,38,2,2018,56000,3450
5,114,2,2009,110000,480
5,3,2,2014,134000,1150
5,3,3,2007,159000,370
5,26,2,2015,145000,2100
5,26,2,2015,115000,2150
5,3,2,2014,115096,1130
5,3,2,2018,59137,2490
5,65,2,1997,257284,299
5,3,3,2008,181066,360
5,3,2,2011,132295,830
5,43,2,2010,100702,599
5,114,2,2014,127795,699
5,22,2,2015,110784,2750
5,3,3,2014,130677,1199
5,26,2,2011,240140,730
5,43,2,2013,125220,1090
5,95,2,2016,35554,1590
5,44,2,2012,171352,1280
5,44,2,2015,140208,2090
5,3,2,2017,110984,2270
5,38,2,2017,112843,2690
5,114,2,2006,115811,160
5,43,2,2010,100612,520
5,43,3,2016,122000,1750
5,38,2,2017,112843,2690
5,114,2,2006,115811,160
5,43,2,2010,100612,520
5,43,3,2016,122000,1750
5,43,2,2012,200000,730
5,125,2,2005,120000,250
5,36,2,2016,80761,3500
5,43,6,2018,23768,2700
5,3,3,2014,140000,1200
5,3,2,2012,143000,1130
5,26,2,2010,160000,850
5,22,2,2013,160000,2100
5,43,2,2016,93000,1750
5,125,2,2009,132000,270
5,125,2,2016,75664,2800
5,95,2,2016,42084,1800
5,22,2,2015,172590,1990
5,39,2,2019,29108,7490
5,3,6,2017,94279,2990
5,3,2,2013,183747,790
5,3,2,2012,191608,730
5,3,1,2017,92450,2430
5,114,2,2009,143753,450
5,114,2,2011,136672,499
5,3,2,2016,80000,1569
5,3,2,2017,49000,2590
5,3,3,2008,253324,220
5,43,3,2011,158263,499
5,3,2,2009,150324,280
5,114,2,2005,170260,170
5,114,2,2010,150815,370
5,66,2,2009,177869,300
5,43,3,2016,110625,1390
5,3,2,2006,200000,250
5,43,2,2013,162604,920
5,3,2,2008,116565,270
5,66,2,2006,144787,220
5,91,2,2014,219643,480
5,43,3,2011,115129,1050
5,3,3,2012,180000,820
5,3,3,2012,210000,699
5,3,2,2008,99895,355
5,114,2,2009,99675,450
5,3,2,2013,72270,1490
5,43,2,2010,78287,720
5,26,2,2015,88000,2495
5,20,2,2015,88261,1700
5,43,6,2017,43158,2350
5,44,2,2018,35455,5050
5,26,2,2014,88638,2330
5,26,2,2009,126968,870
5,3,2,2014,126500,1265
5,43,3,2016,77285,2030
5,26,2,2014,164700,1999
5,22,2,2004,121622,280
5,3,2,2006,107854,299
5,3,2,2011,176416,700
5,114,2,2006,174606,150
5,26,2,2009,119509,750
5,3,3,2006,152303,340
5,125,2,2004,206371,249
5,26,2,2015,197860,1549
5,26,2,2016,90182,2590
5,36,2,2016,111587,3390
5,36,2,2016,74485,3890
5,3,2,2017,125986,1650
5,43,2,2019,22914,2790
5,36,2,2016,84513,3550
5,114,2,2012,290895,490
5,95,2,2016,88840,1490
5,66,2,2011,72833,850
5,3,2,2009,105900,480
5,3,2,2013,91400,1290
5,43,2,2013,62200,1320
5,3,2,2010,192569,470
5,3,2,2005,154995,190
5,3,2,2005,112000,190
5,22,2,2009,212400,930
5,3,3,2014,203200,970
5,91,2,2010,75136,770
5,3,2,2005,248713,180
5,43,2,2010,114369,650
5,44,2,2015,137752,2099
5,43,1,2016,98287,2249
5,44,2,2015,99214,2995
5,3,2,2011,45201,1345
5,3,1,2015,119000,1250
5,3,2,2012,250000,670
5,43,2,2011,170000,670
5,3,3,2012,208762,680
5,3,3,2016,135494,1350
5,3,2,2011,90029,580
5,43,2,2010,280000,320
5,26,2,2008,315960,390
5,26,2,2011,248000,730
5,43,2,2014,137000,1120
5,26,2,2015,147000,1650
5,66,2,2006,204373,250
5,43,2,2011,170000,670
5,3,3,2012,208762,680
5,3,3,2016,135494,1350
5,3,2,2011,90029,580
5,43,2,2010,280000,320
5,26,2,2008,315960,390
5,26,2,2011,248000,730
5,43,2,2014,137000,1120
5,26,2,2015,147000,1650
5,66,2,2006,204373,250
5,3,2,2009,140500,350
5,114,2,2010,152941,499
5,114,2,2011,255992,480
5,125,2,2008,294283,355
5,22,2,2012,122032,1420
5,26,2,2010,160617,855
5,3,2,2011,167556,880
5,66,2,2007,171485,330
5,114,2,2005,126001,200
5,43,2,2014,137000,1120
5,3,6,2016,120810,1429
5,3,2,2017,70114,2169
5,43,2,2016,71659,1649
5,43,3,2016,116132,1289
5,26,2,2015,178781,1499
5,38,2,2018,112970,2559
5,3,2,2017,71226,2199
5,3,6,2017,136334,2059
5,44,2,2016,72220,2359
5,114,2,2016,45000,1480
5,22,2,2009,182486,970
5,125,2,2011,168000,699
5,3,2,2017,105000,2299
5,43,2,2014,173523,999
5,36,2,2017,35000,4990
5,66,2,2008,155766,470
5,66,2,2010,94273,890
5,114,2,2010,255000,290
5,3,3,2012,176000,990
5,43,2,2010,135459,650
5,114,3,2016,75544,1330
5,3,2,2008,161000,300
5,26,2,2014,122947,2090
5,38,2,2016,36110,3250
5,36,2,2016,60000,4200
5,22,4,2011,200000,1000
5,3,3,2005,208000,198
5,125,2,2005,67500,380
5,3,3,2014,97097,1400
5,3,3,2018,77698,1890
5,3,6,2017,41540,3230
5,43,3,2017,48325,2250
5,3,1,2015,120222,1130
5,43,2,2010,84000,1000
5,43,2,2017,23959,2580
5,3,2,2012,54704,1300
5,3,2,2010,105289,595
5,66,2,2006,158594,150
5,3,3,2014,131000,1340
5,91,2,2012,49000,719
5,3,2,2009,250000,260
5,43,3,2014,102000,1190
5,125,2,2011,199050,630
5,43,2,2012,126173,830
5,3,3,2011,243330,550
5,22,2,2010,169476,1070
5,3,2,2008,131552,399
5,43,2,2010,61643,670
5,44,2,2015,84036,2399
5,26,2,2015,89742,2250
5,3,2,2011,188250,860
5,26,2,2008,232253,630
5,3,2,2009,97388,430
5,114,2,2009,196000,350
5,3,6,2015,251000,930
5,3,2,2015,170464,820
5,66,2,2007,178000,250
5,3,2,2011,200069,620
5,3,2,2009,220000,280
5,3,2,2011,226650,680
5,43,2,2010,248852,399
5,3,2,2012,75829,1010
5,43,2,2016,49467,2190
5,3,2,2013,137242,930
5,125,2,2006,107249,260
5,3,2,2008,98000,389
5,3,2,2015,100000,1380
5,3,2,2006,110000,288
5,38,2,2017,77580,3170
5,38,2,2017,40000,3799
5,43,2,2017,90000,1699
5,3,2,2007,128000,299
5,3,3,2016,120000,1288
5,3,2,2007,100000,299
5,43,2,2016,100000,1599
5,3,2,2017,80000,2370
5,3,2,2011,140000,820
5,26,2,2008,180000,777
5,3,2,2012,85000,1120
5,3,2,2008,98000,389
5,43,2,2016,100000,1599
5,38,2,2017,77580,3170
5,26,2,2008,180000,777
5,3,2,2011,140000,820
5,3,2,2012,85000,1120
5,3,2,2016,75554,1550
5,43,2,2015,111540,1230
5,43,3,2019,37000,2550
5,114,2,2009,108804,420
5,22,2,2010,134401,1420
5,43,2,2010,149728,570
5,44,2,2012,145430,1290
5,3,3,2013,174844,860
5,66,2,2006,139000,299
5,3,6,2018,33104,3300
5,43,2,2010,144362,730
5,3,2,2010,117841,620
5,3,2,2011,80889,1020
5,26,2,2015,82785,2320
5,3,6,2015,109857,1390
5,43,3,2016,69708,1260
5,114,7,2008,192682,350
5,114,2,2006,254279,160
5,3,2,2013,66100,1350
5,3,2,2006,202178,199
5,114,2,2007,192501,200
5,114,2,2015,83000,1099
5,38,2,2016,138154,2599
5,3,3,2015,38000,1870
5,3,1,2017,109000,1990
5,3,2,2014,68000,1470
5,36,2,2016,134000,3170
5,66,2,2006,223276,220
5,43,3,2011,156787,890
5,3,2,2017,106000,2399
5,3,2,2013,100000,1390
5,26,2,2008,190328,570
5,3,2,2008,166011,350
5,43,2,2010,262000,420
5,66,2,2007,104831,390
5,91,2,2015,114175,1130
5,66,2,2011,214019,520
5,3,3,2014,162000,1080
5,3,2,2008,146940,285
5,26,2,2008,160000,670
5,3,2,2008,146928,280
5,3,2,2011,144326,899
5,43,2,2013,30483,1250
5,44,2,2018,14255,4690
5,114,3,2016,29205,1650
5,43,2,2017,34363,2230
5,91,2,2012,114557,690
5,3,2,2012,86043,1050
5,3,2,2014,61275,1650
5,26,2,2008,256205,550
5,43,3,2013,233965,750
5,26,2,2014,58431,1950
5,22,2,2009,139898,1150
5,3,3,2014,130000,1150
5,3,2,2016,102717,2050
5,43,6,2019,30519,3950
5,43,6,2019,12000,3990
5,26,2,2016,73800,2380
5,3,2,2014,76588,1550
5,114,2,2010,148000,600
5,26,2,2009,180000,780
5,3,2,2011,120000,920
5,43,2,2013,90100,1290
5,3,3,2011,238212,780
5,3,3,2017,71967,2490
5,3,2,2007,106008,399
5,36,2,2015,144057,3670
5,3,2,2017,38675,2450
5,20,2,2015,97795,1450
5,66,2,2011,224705,480
5,26,2,2015,132000,1880
5,26,2,2016,94989,2190
5,26,2,2012,170705,970
5,43,6,2015,116078,1449
5,3,3,2017,122640,2029
5,3,3,2016,75968,1679
5,36,2,2017,51704,4739
5,3,2,2006,78065,280
5,22,2,2009,250402,950
5,26,2,2016,101798,2550
5,43,2,2011,65840,960
5,3,2,2008,75410,449
5,36,2,2016,101472,3599
5,43,2,2011,123189,1050
5,43,3,2016,60379,2339
5,43,2,2017,67965,2389
5,26,2,2016,168230,2199
5,43,1,2017,49774,2359
5,3,2,2008,151455,180
5,36,2,2016,215718,3289
5,26,2,2016,53860,3369
5,3,2,2012,201106,700
5,43,2,2016,89111,1890
5,43,1,2017,49774,2359
5,43,2,2017,67965,2389
5,26,2,2016,168230,2199
5,26,2,2016,53860,3369
5,3,2,2008,151455,180
5,36,2,2016,215718,3289
5,3,2,2012,201106,700
5,38,2,2017,43617,3750
5,3,2,2016,42578,1780
5,43,1,2016,37600,2450
5,38,2,2018,72837,3290
5,44,2,2018,30332,5290
5,43,2,2016,89111,1890
5,43,1,2017,133646,1420
5,95,2,2015,101499,1379
5,43,1,2017,23872,2590
5,3,3,2008,175042,370
5,66,2,2005,110000,150
5,114,3,2016,54263,1530
5,20,2,2015,114186,1280
5,43,1,2016,82895,2300
5,43,2,2018,20921,2850
5,3,2,2011,79174,1170
5,3,2,2018,23418,2650
5,3,2,2007,208524,250
5,114,2,2009,114059,550
5,43,2,2009,134000,690
5,26,2,2012,125644,1190
5,125,2,2016,128465,2080
5,22,2,2009,83950,1500
5,20,2,2015,114186,1280
5,114,3,2016,54263,1530
5,3,3,2011,150002,1120
5,114,3,2016,246732,700
5,3,3,2011,292144,550
5,3,6,2020,136,4000
5,3,3,2013,86421,1220
5,22,2,2011,166000,1490
5,43,2,2013,56460,1140
5,26,2,2014,58000,2580
5,36,2,2016,116315,3280
5,114,2,2007,116031,310
5,114,2,2008,167676,390
5,38,2,2016,73149,3650
5,66,3,2007,259271,299
5,125,2,2008,146749,299
5,44,2,2019,28997,4690
5,3,3,2006,240983,299
5,3,3,2006,189568,299
5,26,2,2016,107393,2580
5,3,2,2010,178283,650
5,3,2,2017,87216,2250
5,3,2,2015,105694,1490
5,3,2,2011,107034,885
5,3,2,2006,193000,290
5,22,2,2014,89000,2390
5,3,2,2008,220000,250
5,3,3,2014,99000,1050
5,66,2,2006,226000,260
5,26,2,2009,77443,950
5,43,3,2015,126229,1320
5,3,3,2012,162719,1080
5,26,2,2015,116635,1970
5,125,2,2008,175711,580
5,43,2,2017,60400,2190
5,114,2,2008,406728,230
5,22,2,2009,178305,920
5,43,2,2017,74923,2299
5,3,1,2014,88643,1529
5,26,2,2015,96796,2699
5,3,2,2012,99281,1089
5,26,2,2016,73126,2599
5,43,3,2013,120489,1349
5,22,2,2012,158000,1570
5,3,2,2012,216377,790
5,66,2,2009,174723,590
5,43,3,2014,148607,1190
5,43,2,2016,82301,2150
5,43,2,2012,90663,950
5,91,2,2010,148945,490
5,43,2,2013,134254,930
5,26,2,2010,141615,780
5,125,2,2005,180330,240
5,36,2,2016,201193,2490
5,22,2,2013,154910,1940
5,38,2,2016,43997,3290
5,3,3,2009,285764,290
5,3,2,2017,37693,2490
5,3,2,2014,199126,790
5,38,2,2017,79385,3450
5,3,3,2014,117853,899
5,3,2,2011,120000,1000
5,44,2,2019,21800,4690
5,125,2,2017,87956,2680
5,22,2,2015,98611,2680
5,43,1,2016,87681,2050
5,3,2,2013,97000,1295
5,43,2,2012,88600,970
5,43,2,2011,129000,780
5,125,2,2017,87956,2680
5,43,2,2012,88600,970
5,43,2,2011,129000,780
5,3,2,2013,97000,1295
5,3,2,2011,92900,1180
5,22,2,2009,178000,1220
5,3,2,2006,333864,230
5,66,2,2010,156938,630
5,43,2,2011,200000,450
5,3,3,2013,246899,690
5,22,2,2009,133791,1290
5,26,2,2014,114000,1630
5,36,2,2017,76823,4790
5,43,3,2017,32854,2130
5,3,3,2005,244334,300
5,43,2,2012,98125,999
5,44,2,2018,22537,4470
5,3,2,2011,84738,1150
5,3,6,2017,50555,3050
5,3,2,2012,99086,1220
5,3,2,2017,52682,2499
5,3,1,2016,48346,1750
5,43,3,2019,11414,3570
5,43,3,2018,39201,2590
5,43,2,2013,117664,1290
5,66,2,2009,200739,350
5,66,2,2008,140326,299
5,3,2,2008,184603,280
5,125,2,2007,229802,199
5,66,2,2006,144899,299
5,3,2,2009,171011,280
5,3,2,2010,211300,490
5,91,2,2010,81396,730
5,3,2,2017,70808,2500
5,43,6,2019,13256,3890
5,3,6,2017,38700,3250
5,20,2,2015,110000,1590
5,26,2,2008,210000,650
5,3,3,2008,193000,370
5,114,2,2009,143000,450
5,3,2,2007,158000,320
5,114,2,2008,131755,450
5,3,2,2009,192200,280
5,3,2,2017,98599,2030
5,3,3,2013,171516,920
5,84,2,2009,54290,760
5,43,3,2016,108986,1480
5,3,2,2011,113279,1050
5,43,1,2017,55832,2299
5,22,4,2004,192823,390
5,3,2,2012,246000,580
5,3,3,2015,96618,1400
5,43,1,2016,82250,1699
5,43,2,2013,112290,1130
5,3,2,2008,152722,180
5,125,2,2009,77798,480
5,3,3,2017,47780,2160
5,3,3,2017,47783,2170
5,38,2,2017,70113,3619
5,43,1,2017,118347,2019
5,3,3,2015,121000,1288
5,95,2,2016,53500,1820
5,26,2,2014,82600,2480
5,3,2,2018,27984,2520
5,3,2,2008,201084,200
5,66,2,2009,105900,399
5,3,3,2014,97230,1220
5,3,2,2007,140760,250
5,43,2,2010,182803,499
5,26,2,2014,116000,1790
5,125,2,2011,123492,1050
5,26,2,2013,214328,750
5,3,2,2016,86411,1650
5,3,2,2009,186121,390
5,26,2,2013,95340,1199
5,3,2,2006,132494,260
5,38,2,2019,27457,4130
5,38,2,2017,18538,4130
5,91,2,2013,90892,1080
5,44,2,2019,41309,5550
5,114,2,2014,61330,940
5,43,6,2014,157981,1130
5,3,2,2011,141924,790
5,3,3,2013,192566,790
5,3,2,2013,150939,950
5,43,3,2016,130518,1390
5,3,2,2012,163739,780
5,26,2,2015,182229,1590
5,3,2,2005,184404,240
5,114,2,2011,170198,520
5,43,2,2010,179421,550
5,3,3,2017,117399,1790
5,22,2,2012,94521,2430
5,43,2,2016,84878,1720
5,43,3,2016,92675,1440
5,125,2,2008,73123,460
5,38,2,2019,27457,4130
5,91,2,2013,90892,1080
5,38,2,2017,18538,4130
5,20,2,2015,105030,1450
5,20,2,2015,105030,1450
5,43,2,2010,166081,570
5,20,2,2016,63707,2060
5,26,2,2011,168267,790
5,22,2,2011,187038,1080
5,3,2,2016,43500,1290
5,3,1,2017,70475,2270
5,3,3,2012,120272,1130
5,3,3,2013,110839,1340
5,3,1,2016,98000,1750
5,3,3,2015,103889,1370
5,3,2,2005,203790,160
5,3,2,2006,173719,250
5,43,2,2010,150000,680
5,26,2,2010,140000,790
5,3,2,2011,170000,790
5,114,2,2008,131000,350
5,66,2,2007,219597,290
5,3,2,2013,56411,1399
5,6,2,2003,122706,299
5,3,2,2007,219990,299
5,3,2,2011,226397,599
5,3,3,2012,311898,499
5,3,2,2009,151000,369
5,114,2,2014,98940,1100
5,3,2,2011,126409,990
5,3,6,2018,55758,3099
5,43,2,2017,57935,2150
5,26,2,2012,106000,1090
5,3,2,2016,96000,1490
5,26,2,2015,58545,2780
5,26,2,2015,43336,2470
5,43,1,2018,65352,2390
5,125,2,2011,101676,550
5,114,2,2011,119675,650
5,26,2,2012,137391,950
5,3,1,2014,245000,800
5,38,2,2016,45116,3290
5,3,2,2017,27065,2890
5,3,1,2015,70100,1670
5,3,2,2009,180000,279
5,95,2,2016,52870,1560
5,3,2,2016,55033,1780
5,22,2,2011,229474,1160
5,3,1,2015,147452,1180
5,3,2,2012,98261,880
5,3,1,2015,79705,1530
5,3,3,2016,92121,1580
5,3,3,2007,269245,270
5,38,2,2016,45116,3290
5,3,2,2017,27065,2890
5,26,2,2015,117863,1850
5,36,2,2016,107917,3210
5,66,2,2009,132000,430
5,125,2,2006,248600,199
5,22,2,2012,151455,1560
5,3,2,2011,178879,870
5,43,6,2017,77865,2650
5,36,2,2016,119339,3890
5,66,2,2011,121267,1150
5,44,2,2013,78000,1790
5,44,2,2019,7500,5780
5,3,2,2013,39030,1470
5,38,2,2017,34140,3580
5,3,2,2013,51000,1350
5,36,2,2016,94481,4200
5,3,3,2008,156000,440
5,43,2,2016,69130,2099
5,36,2,2016,94481,4200
5,3,2,2013,58502,1150
5,43,2,2019,23010,3270
5,3,3,2017,42620,2150
5,20,2,2014,62114,1770
5,3,3,2011,130000,1050
5,26,2,2014,177000,1830
5,43,2,2011,176385,660
5,43,3,2016,94558,1920
5,3,2,2013,90493,1370
5,22,2,2009,262450,770
5,3,2,2011,104788,850
5,43,2,2017,54700,2550
5,22,2,2007,162365,390
5,38,2,2018,45469,4095
5,3,3,2014,161962,1190
5,43,1,2017,49573,2550
5,3,2,2014,89637,1250
5,91,2,2010,114388,699
5,38,2,2017,93728,3299
5,3,2,2013,192132,999
5,43,2,2016,67808,1970
5,3,3,2016,140000,1260
5,3,3,2015,78000,1540
5,3,2,2005,175008,250
5,3,6,2017,76542,2450
5,95,2,2016,92031,1250
5,3,2,2012,106655,1050
5,26,2,2016,53256,2650
5,3,2,2009,104917,350
5,43,6,2015,155000,1270
5,114,3,2015,109800,1170
5,91,2,2010,114388,699
5,38,2,2017,93728,3299
5,3,2,2013,192132,999
5,43,2,2016,67808,1970
5,3,3,2016,140000,1260
5,3,3,2015,78000,1540
5,3,2,2005,175008,250
5,3,6,2017,76542,2450
5,95,2,2016,92031,1250
5,3,2,2012,106655,1050
5,26,2,2016,53256,2650
5,3,2,2009,104917,350
5,43,6,2015,155000,1270
5,114,3,2015,109800,1170
5,3,2,2005,112403,320
5,39,2,2019,7000,6999
5,125,2,2011,132000,1280
5,43,2,2010,149000,890
5,3,3,2013,130000,1050
5,36,2,2017,77000,4200
5,114,2,2010,90000,520
5,43,3,2017,58000,1850
5,3,2,2014,150000,780
5,22,4,2003,209000,165
5,22,2,2015,117012,2190
5,44,2,2015,78187,2390
5,3,2,2007,76389,539
5,3,1,2014,142000,1150
5,44,2,2012,129055,1580
5,22,2,2007,180000,299
5,26,2,2011,53000,1180
5,3,3,2008,190000,299
5,3,3,2009,180999,450
5,44,2,2015,79615,2750
5,26,2,2009,159628,750
5,125,2,2008,160489,299
5,26,2,2009,250359,399
5,114,2,2011,213590,420
5,43,2,2010,146902,540
5,3,2,2013,98801,750
5,3,1,2015,46484,1250
5,26,2,2011,158813,890
5,3,2,2013,163812,990
5,43,3,2013,167526,1090
5,3,1,2017,62406,2490
5,3,2,2017,55029,2490
5,3,2,2012,196855,690
5,3,2,2011,128792,840
5,3,3,2013,175048,1090
5,3,2,2017,78714,2300
5,114,2,2007,112949,180
5,125,2,2005,92108,240
5,43,2,2016,173927,1240
5,114,2,2009,246179,250
5,22,2,2011,168665,1100
5,3,2,2009,231115,340
5,3,3,2011,142559,1080
5,43,1,2017,94925,2120
5,26,2,2011,143679,930
5,3,2,2008,56738,330
5,3,2,2018,32452,2950
5,22,2,2014,90303,1980
5,125,2,2008,57227,1230
5,3,2,2006,84997,330
5,3,2,2008,160682,320
5,125,2,2011,162368,1220
5,66,2,2006,234105,200
5,22,2,2014,171300,2360
5,43,2,2009,204000,520
5,36,2,2016,42000,4350
5,26,2,2011,196600,720
5,44,2,2012,110600,1630
5,44,2,2015,62200,2550
5,3,3,2019,25500,2600
5,3,2,2015,71536,1490
5,3,2,2015,76600,1580
5,3,2,2011,164812,750
5,3,2,2014,209052,750
5,20,2,2015,55226,1720
5,20,2,2017,82942,2390
5,43,2,2017,95870,1850
5,22,2,2015,97500,2380
5,3,3,2016,75565,2030
5,43,3,2017,23185,2150
5,43,3,2017,91106,2080
5,26,2,2014,66313,2190
5,22,2,2010,240884,820
5,26,2,2010,231900,570
5,22,2,2010,165149,1200
5,114,3,2015,37410,1690
5,26,2,2012,129768,1350
5,26,2,2016,41180,2890
5,3,2,2005,216769,190
5,26,2,2010,203000,799
5,3,3,2015,154667,1080
5,22,2,2005,190118,250
5,3,2,2013,90439,990
5,3,2,1990,224425,290
5,3,2,2008,54821,500
5,43,2,2015,113586,1450
5,22,2,2005,190118,250
5,3,2,2013,90439,990
5,3,2,1990,224425,290
5,3,2,2008,54821,500
5,43,2,2015,113586,1450
5,38,2,2016,101816,2735
5,3,2,2018,18014,2599
5,3,1,2016,76885,1450
5,3,2,2007,265992,200
5,125,2,2010,265644,495
5,39,2,2018,12528,8150
5,36,2,2016,164000,2920
5,3,2,2006,181231,220
5,3,2,2012,159536,830
5,26,2,2015,60334,2150
5,3,2,2008,88980,455
5,26,2,2012,116400,1390
5,43,6,2017,83300,2450
5,3,2,2015,42292,1780
5,26,2,2011,251556,750
